RTC_T=2021-01-31,17:15:57 &: NAME=bdd-gnd E64=fcc23d0000000ea0 V_IN=3.76 #E_wv(V_A1) #E_wv(V_A2) P=869.30 T1=25.62 P0_LST60=0 P0_LST=3 [ADDR=252.194 SEQ=22 TTL=15 RSSI=56 LQI=255]
RTC_T=2021-01-31,17:15:59 NAME=bdd-sink V_IN=3.88 T=0.00  V_MCU=3.08 REPS=40 UP_TIME=0.00
RTC_T=2021-01-31,17:16:01 &: NAME=bdd-10m E64=fcc23d00000014a1 V_IN=3.74 V_A1=0.23 V_A2=2.82 windSpeed=0.00 ADC_1=-0.010000 [ADDR=252.194 SEQ=136 TTL=15 RSSI=42 LQI=255]
RTC_T=2021-01-31,17:16:01 &: NAME=bdd-10m E64=fcc23d00000014a1 V_IN=3.74 V_A1=0.23 V_A2=2.82 windSpeed=0.00 ADC_1=-0.010000 [ADDR=252.194 SEQ=136 TTL=14 RSSI=38 LQI=255]
RTC_T=2021-01-31,17:16:58 &: NAME=bdd-gnd E64=fcc23d0000000ea0 V_IN=3.76 #E_wv(V_A1) #E_wv(V_A2) P=869.30 T1=25.50 P0_LST60=0 P0_LST=3 [ADDR=252.194 SEQ=26 TTL=15 RSSI=51 LQI=255]
RTC_T=2021-01-31,17:16:59 TXT=bdd-2m  PS=1 V_IN=3.47  T_SHT2X=32.46 RH_SHT2X=32.31 [ADDR=73.93 SEQ=78 TTL=15 RSSI=39 
RTC_T=2021-01-31,17:16:59 TXT=bdd-2m  PS=1 V_IN=3.47  T_SHT2X=32.46 RH_SHT2X=32.31 [ADDR=73.93 SEQ=78 TTL=14 RSSI=18 LQI=255]
RTC_T=2021-01-31,17:17:01 &: NAME=bdd-10m E64=fcc23d00000014a1 V_IN=3.74 V_A1=0.25 V_A2=2.83 windSpeed=0.00 ADC_1=-0.009000 [ADDR=252.194 SEQ=140 TTL=15 RSSI=39 LQI=255]
RTC_T=2021-01-31,17:17:01 &: NAME=bdd-10m E64=fcc23d00000014a1 V_IN=3.74 V_A1=0.25 V_A2=2.83 windSpeed=0.00 ADC_1=-0.009000 [ADDR=252.194 SEQ=140 TTL=14 RSSI=42 LQI=255]
RTC_T=2021-01-31,17:17:59 NAME=bdd-sink V_IN=3.88 T=0.00  V_MCU=3.08 REPS=50 UP_TIME=0.01
